time,open,high,low,close,MA,MA,Histogram,MACD,Signal
1364256000,73.68455832,79.81242787,72.16541858,78.61077613,NaN,NaN,2.006321201970108,10.258526656561514,8.252205454591406
1364342400,77.80348135,89.88887356,77.69282368,88.80065553,NaN,NaN,2.5734651363967878,11.46903687508739,8.895571738690602
1364428800,89.7158903,96.7138371,79.18533989,89.00432476,NaN,NaN,2.725933137115751,12.302988160085292,9.57705502296954
1364515200,88.16033638,95.51534483,86.10666739,89.42173709,NaN,NaN,2.6179253039355252,12.849461652888948,10.231536348953423
1364601600,90.48478401,94.86848804,88.54037413,92.77943314,NaN,NaN,2.5339934700645443,13.399028186534103,10.865034716469559
1364688000,93.65598748,98.77964574,89.79454937,93.24955217,NaN,NaN,2.2794979483508477,13.71440715190812,11.434909203557272
1364774400,93.95436269,106.9611857,91.67087055,104.69372083,NaN,NaN,2.626580260333615,14.71813452897429,12.091554268640675
1364860800,104.55625401,118.35037353,100.5463144,118.09621706,NaN,NaN,3.451514658448767,16.405947591701633,12.954432933252866
1364947200,118.64421639,149.50753016,113.45455575,135.85051929,NaN,NaN,4.802568454561204,18.95764350145437,14.155075046893167
1365033600,135.22549024,140.59480463,118.63349367,131.00048472,NaN,NaN,4.959057232517768,20.353896587540376,15.394839355022608
1365120000,133.50956294,143.25155174,128.47787317,141.50236179,NaN,NaN,5.327032840791404,22.053630406011862,16.72659756522046
1365206400,139.92689489,144.12093401,135.91898832,140.79752405,NaN,NaN,5.080946664053318,23.077780895287106,17.996834231233787
1365292800,139.86232687,162.48471528,139.15741921,161.17489257,NaN,NaN,5.796715347264403,25.24272841531429,19.446013068049886
1365379200,160.54425984,195.23056879,160.33452205,188.88738108,NaN,NaN,7.532732580093494,28.861928793166754,21.32919621307326
1365465600,182.9154681,235.27511947,182.9154681,229.4331365,NaN,NaN,10.619037438426403,34.602993011106264,23.98395557267986
1365552000,228.76156118,268.6662624,119.74793772,163.98329557,NaN,NaN,7.601292952106224,33.48557176281264,25.884278810706416
1365638400,166.16601177,187.41063435,64.8305661,84.88547209,NaN,NaN,0.027536497817177263,25.91869943297789,25.89116293516071
1365724800,82.58019917,119.37650685,56.08896905,111.20590617,NaN,NaN,-3.277327005043052,21.794504178856897,25.07183118389995
1365811200,112.23390435,121.8481593,88.36397663,94.15737076,NaN,NaN,-6.493521326151146,16.954929526211018,23.448450852362164
1365897600,92.94891022,105.43553585,89.52922829,92.353079,NaN,NaN,-8.497889236106012,12.826089307229651,21.323978543335663
1365984000,91.96854187,99.85221134,72.77071188,81.24527387,NaN,NaN,-10.21199563068263,8.558984004982378,18.770979635665007
1366070400,81.2408567,81.71013208,51.29252806,68.15462741,NaN,NaN,-11.757580538775011,4.074003962196244,15.831584500971255
1366156800,68.04801183,96.41113451,64.44479122,91.00938431,NaN,NaN,-10.795767757321933,2.336874804318839,13.132642561640772
1366243200,91.28782617,110.4755618,86.69844541,108.02209019,NaN,NaN,-8.66100680527307,2.306384055049435,10.967390860322505
1366329600,107.06558915,132.64670322,105.07655941,117.45150653,NaN,NaN,-6.367179996353578,3.008415864880533,9.37559586123411
1366416000,117.567133,127.61826235,114.02270064,124.48737237,NaN,NaN,-4.232138691637777,4.085422496686888,8.317561188324666
1366502400,124.27349729,126.80871557,99.64070465,117.32287112,NaN,NaN,-3.205131810837285,4.311146424778059,7.516278235615344
1366588800,117.20247887,125.46757599,116.73703742,122.59098498,NaN,NaN,-2.125731243300116,4.859114181490199,6.984845424790315
1366675200,122.61391962,137.10559036,120.58501614,136.6608296,NaN,NaN,-0.5035244231759917,6.355439895820325,6.858964318996317
1366761600,136.63103398,160.39383948,135.85650892,150.30913426,NaN,NaN,1.3481100166443962,8.544101839801812,7.195991823157415
1366848000,150.66741389,156.87774346,123.78225961,140.05091124,NaN,NaN,1.7177481447701082,9.34317700412005,7.625428859349943
1366934400,140.54304577,140.54304577,123.50713014,135.1836331,NaN,NaN,1.4792450668155954,9.474485192869437,7.995240126053842
1367020800,135.31748477,137.75199017,124.82186458,126.9500128,NaN,NaN,0.6538699970071331,8.812577622312759,8.158707625305626
1367107200,126.8726109,134.83546702,122.25,132.18927063,NaN,NaN,0.3622397625006659,8.611507328431458,8.249267565930792
1367193600,134.29965269,143.99950449,130.84979264,141.23927488,NaN,NaN,0.6628055054282544,9.07777444771611,8.414968942287855
1367280000,141.27088889,144.28593492,133.29558023,137.83217227,NaN,NaN,0.5222979358125048,9.067841362053485,8.54554342624098
1367366400,137.76338993,137.89999683,110.86922955,115.34628572,NaN,NaN,-1.1060540442968652,7.1629758708699,8.269029915166765
1367452800,114.44400509,126.04900008,95.69074198,106.63496812,NaN,NaN,-2.700015443663048,4.894010610587955,7.594026054251003
1367539200,107.02037516,108.11783301,82.45184296,98.58807663,NaN,NaN,-4.140307399351832,2.4186418050612133,6.558949204413045
1367625600,99.17952435,114.82835577,94.16784364,113.38608862,NaN,NaN,-3.9414348722338373,1.632155614120748,5.573590486354585
1367712000,112.92010336,119.00604422,108.4247002,116.30711225,NaN,NaN,-3.4745693526591106,1.2303787955306973,4.704948148189808
1367798400,116.60915838,123.13565422,108.75466651,111.63061824,NaN,NaN,-3.3411414595048035,0.5285213238088033,3.869662783313607
1367884800,111.25901688,112.11705212,101.20308687,110.73419878,NaN,NaN,-3.174849657401574,-0.0988992884383606,3.0759503689632135
1367971200,110.93592103,114.70137084,109.8809033,111.64320871,NaN,NaN,-2.874222274466485,-0.5168274741198928,2.3573948003465923
1368057600,111.59484476,112.66057287,108.73789809,111.21028859,NaN,NaN,-2.584243242994144,-0.872909253396088,1.7113339895980562
1368144000,110.74922266,119.77765746,110.23787957,117.0569744,NaN,NaN,-1.9094997786856165,-0.6755407337589645,1.233959044926652
1368230400,116.90878125,118.13589146,112.9839738,114.74043698,NaN,NaN,-1.5455702888738547,-0.6980038161656665,0.8475664727081882
1368316800,115.04868164,117.19394335,112.68652906,115.37112193,NaN,NaN,-1.2039232483006406,-0.6573375876676124,0.546585660633028
1368403200,114.6489465,117.10664682,113.44964856,115.71377733,NaN,NaN,-0.9097895060191151,-0.5906512218908659,0.3191382841282492
1368489600,115.59555766,118.22879872,107.47461955,107.92350745,NaN,NaN,-1.1778058524821564,-1.1531190314744464,0.02468682100771008
1368576000,107.68746494,113.24891898,102.00047256,110.79785079,NaN,NaN,-1.100841965152862,-1.3513656354333676,-0.2505236702805055
1368662400,110.7324163,115.64317461,109.55545421,114.65155443,NaN,NaN,-0.7466761969131046,-1.1838689164218863,-0.4371927195087817
1368748800,114.22362332,119.71323505,111.50248386,118.17931894,NaN,NaN,-0.25643046254736335,-0.7577307976929859,-0.5013003351456226
1368835200,118.33375364,121.761096,117.74953053,119.0509742,NaN,NaN,0.12448583650619344,-0.3456930395128808,-0.4701788760190742
1368921600,118.80360203,123.02559396,116.04437901,118.0757337,NaN,NaN,0.2987600006182428,-0.09672887524627072,-0.39548887586451353
1369008000,117.38832352,122.52838368,114.89915907,117.40414598,NaN,NaN,0.3530766147722132,0.045856892600752985,-0.3072197221714602
1369094400,118.5596565,122.79529663,117.23440876,118.68436258,NaN,NaN,0.4531136528149829,0.2591723438472684,-0.1939413089677145
1369180800,118.61657967,122.86892494,115.50075977,119.15742955,NaN,NaN,0.5240201185537603,0.4610838392244858,-0.06293627932927445
1369267200,118.79749828,124.44158881,117.87926234,123.5173106,NaN,NaN,0.8198041182546003,0.9618188684889759,0.14201475023437563
1369353600,123.90082815,130.79204596,122.81711268,129.46000044,NaN,NaN,1.3401741734498998,1.8172324670467503,0.4770582935968506
1369440000,129.39114768,130.42651524,126.16349882,129.53523233,NaN,NaN,1.5965297721620835,2.472720508799455,0.8761907366373715
1369526400,129.2921816,133.06486383,128.211915,129.93928173,NaN,NaN,1.6913131912836188,2.990332225741895,1.2990190344582762
1369612800,129.92608379,132.18082607,122.1152678,127.24653721,NaN,NaN,1.4783725967789276,3.1469847804319357,1.6686121836530081
1369699200,126.87550315,127.98506695,123.81123443,126.24220557,NaN,NaN,1.1881003053388914,3.1537375653266224,1.965637259987731
1369785600,126.19524215,130.53772215,125.93380697,130.12937264,NaN,NaN,1.1740306569086778,3.433175581123578,2.2591449242149
1369872000,129.59866118,130.45510204,125.69097282,127.20479024,NaN,NaN,0.8964312373666479,3.3796839709232103,2.4832527335565624
1369958400,126.54129971,129.11186794,123.35653456,127.86893122,NaN,NaN,0.6951894770755467,3.3522395799009956,2.657050102825449
1370044800,127.62039256,128.90159734,127.01875947,128.11111632,NaN,NaN,0.5238439279836049,3.311855012804955,2.78801108482135
1370131200,128.23667297,128.7547914,117.28238082,121.43299118,NaN,NaN,-0.06261301698093646,2.7097448135951794,2.772357830576116
1370217600,122.08534139,122.51761175,116.46070531,121.75980817,NaN,NaN,-0.4313289510595526,2.2331966417516753,2.664525592811228
1370304000,121.76941245,123.18631377,118.18076594,120.53991154,NaN,NaN,-0.7419649032156692,1.7370694637916415,2.4790343670073107
1370390400,120.29712156,122.99999425,118.43487636,120.7425736,NaN,NaN,-0.9074379376475763,1.3447369449478401,2.2521748825954164
1370476800,121.10162361,121.36253356,117.91542779,118.60585655,NaN,NaN,-1.1204767725951719,0.8515789168514516,1.9720556894466235
1370563200,118.22850479,118.70701892,108.45502066,110.79344267,NaN,NaN,-1.711817001059424,-0.16771556187765668,1.5441014391817673
1370649600,110.80558721,111.68467445,108.28785652,108.84015644,NaN,NaN,-2.1314527663016474,-1.1202145186952919,1.0112382476063555
1370736000,108.83062599,109.40284748,91.1564254,100.43298961,NaN,NaN,-2.8284830706824993,-2.5243655907467684,0.3041174799357307
1370822400,99.86837352,108.19555037,95.44709567,105.45310182,NaN,NaN,-2.7994951530045036,-3.1952514613198986,-0.3957563083153952
1370908800,105.29487729,109.13339196,104.36041987,109.11153284,NaN,NaN,-2.397491370272169,-3.3926205211556066,-0.9951291508834376
1370995200,108.0090021,110.30042627,106.42865899,107.11688689,NaN,NaN,-2.138063970223884,-3.6677091136632924,-1.5296451434394085
1371081600,107.44302834,109.81567823,99.63697657,102.73320312,NaN,NaN,-2.1291900298428357,-4.191132680742953,-2.0619426509001175
1371168000,103.08802311,103.30036026,98.36892438,99.94707994,NaN,NaN,-2.171017891142495,-4.775715014828236,-2.6046971236857415
1371254400,99.86917991,103.11706948,97.8258125,99.9970278,NaN,NaN,-2.056492356752492,-5.175312569626357,-3.1188202128738647
1371340800,101.04851079,102.60509409,99.08555226,99.3850649,NaN,NaN,-1.8875255970623406,-5.4782272092017905,-3.59070161213945
1371427200,99.35259288,104.19151542,99.12659537,101.73938662,NaN,NaN,-1.4996902414936057,-5.465314414006457,-3.965624172512851
1371513600,102.04634836,109.7587738,100.78102216,106.13518938,NaN,NaN,-0.8613026123065843,-5.042252437896082,-4.180949825589497
1371600000,106.7154709,108.440364,104.52224873,106.18952401,NaN,NaN,-0.37443827714569977,-4.648997672021622,-4.274559394875922
1371686400,105.99236823,110.48868186,104.46141371,105.21980261,NaN,NaN,-0.07256748301896288,-4.365268748649626,-4.292701265630663
1371772800,104.44588424,107.26931376,100.56172001,104.62303687,NaN,NaN,0.12149493256350308,-4.140832599926284,-4.262327532489787
1371859200,104.85362794,104.95199999,100.21335455,102.2305403,NaN,NaN,0.1229358146288595,-4.108657764203713,-4.231593578832572
1371945600,101.72088108,108.28934178,99.55612898,102.0940971,NaN,NaN,0.14726557769857784,-4.0475116067093495,-4.194777184407927
1372032000,101.80812069,107.47080261,96.05123972,99.00890481,NaN,NaN,-0.0038516845812166522,-4.199591790134448,-4.195740105553232
1372118400,99.24206711,104.63747588,98.76380972,100.38674065,NaN,NaN,0.027814880799147623,-4.160971504554297,-4.188786385353445
1372204800,100.46900606,104.79670642,97.92049473,100.95159462,NaN,NaN,0.12044079515273332,-4.0382353914125275,-4.158676186565261
1372291200,101.31682461,103.50213303,96.64209508,96.93067356,NaN,NaN,-0.04650871316639371,-4.216812078023253,-4.170303364856859
1372377600,98.28314133,98.37211262,90.00817987,91.54174601,NaN,NaN,-0.4546002740222468,-4.738553707384668,-4.283953433362421
1372464000,90.44764535,96.98597287,87.5248631,94.99475888,NaN,NaN,-0.4271340605507863,-4.817871009050904,-4.390736948500118
1372550400,92.65494298,97.29934305,88.62,92.1293601,NaN,NaN,-0.5303612422002075,-5.053688501250377,-4.52332725905017
1372636800,93.14266097,97.19905744,81.922488,83.89130194,NaN,NaN,-1.0517549420903096,-5.838020936663057,-4.786265994572747
1372723200,84.0372656,90.006525,83.43100873,88.60272796,NaN,NaN,-0.9791120047989335,-6.010156000571413,-5.03104399577248
1372809600,88.09196776,90.52012341,76.16877319,78.08493684,NaN,NaN,-1.5076079398676585,-6.915553920607053,-5.407945980739394
1372896000,77.80656534,81.09739902,73.05853176,79.6655494,NaN,NaN,-1.6096534416887192,-7.420012782850293,-5.810359341161574
1372982400,79.24705507,79.38016218,65.41017749,66.97890329,NaN,NaN,-2.3458930714489483,-8.742725680472759,-6.396832609023811
1373068800,67.09400043,72.49050369,65.00231195,66.70903328,NaN,NaN,-2.643281988564951,-9.70093509473,-7.0576531061650485
1373155200,66.78243256,74.20888853,65.33412512,74.20888853,NaN,NaN,-2.1481478735683597,-9.742837948125498,-7.594690074557138
1373241600,74.05482078,77.67645466,72.06913373,74.41086937,NaN,NaN,-1.643068656396018,-9.64852589505216,-8.005457238656142
1373328000,75.20334756,76.78699632,71.30822086,74.98891017,NaN,NaN,-1.1304889750874683,-9.418568457515477,-8.288079482428008
1373414400,74.92672573,85.60342372,72.139,85.60342372,NaN,NaN,0.0030024348648378663,-8.28432643884696,-8.287328873711798
1373500800,85.40301528,88.34880701,83.44816003,87.73769376,NaN,NaN,0.9250536219869883,-7.131011846228063,-8.056065468215051
1373587200,87.70895674,99.02118678,87.41067294,91.25754586,NaN,NaN,1.752558952643959,-5.865366777410102,-7.617925730054061
1373673600,90.32458316,93.09743993,86.65193344,93.09743993,NaN,NaN,2.3662201421598015,-4.66015055235431,-7.026370694514111
1373760000,93.04962723,97.242453,89.49818299,90.54785102,NaN,NaN,2.5281591897842626,-3.866171707283783,-6.394330897068046
1373846400,89.83702836,95.4155762,88.42196401,94.44473295,NaN,NaN,2.804114960405264,-2.8891871965614655,-5.6933021569667295
1373932800,94.29074271,94.77632839,91.17193769,92.15734263,NaN,NaN,2.736011194021949,-2.2732881644392933,-5.009299358461242
1374019200,92.00335781,96.22999368,90.56935171,92.28083183,NaN,NaN,2.6034484631180765,-1.7549887795636465,-4.358437242681723
1374105600,91.99522251,93.54848426,81.42646428,86.03920008,NaN,NaN,2.0252923248171038,-1.8268218366603435,-3.8521141614774472
1374192000,85.68813832,88.61724765,83.77268813,87.04483473,NaN,NaN,1.6560423312953976,-1.7820612473582003,-3.438103578653598
1374278400,87.40336717,89.75186723,85.53949038,85.80504578,NaN,NaN,1.2900152130648523,-1.8255845623225326,-3.115599775387385
1374364800,85.75692341,90.44174228,83.84113571,86.18344958,NaN,NaN,1.045524952295981,-1.8086935850174086,-2.8542185373133897
1374451200,86.2622153,87.45185597,83.8,86.35276112,NaN,NaN,0.8743014802846032,-1.7613416869576355,-2.6356431672422387
1374537600,86.30601929,89.20544657,85.06537363,87.94762277,NaN,NaN,0.8469585971377023,-1.576944920820111,-2.4239035179578132
1374624000,87.98085035,95.62376874,86.94927053,89.02257684,NaN,NaN,0.8761209616556829,-1.3287523158882095,-2.2048732775438924
1374710400,89.38490219,95.67150167,88.02957507,91.09904602,NaN,NaN,1.0010884790905348,-0.953512678680724,-1.9546011577712588
1374796800,91.03821429,93.63373458,89.26231645,90.90739221,NaN,NaN,1.0325258129403048,-0.6639438915958777,-1.6964697045361825
1374883200,90.89705635,92.69625044,87.60646797,89.08048061,NaN,NaN,0.8969805756279454,-0.5752439850012507,-1.4722245606291962
1374969600,89.31316125,95.6,86.50653096,93.40676474,NaN,NaN,1.0545175793480062,-0.15407758644418834,-1.2085951657921945
1375056000,93.38901789,101.10416921,92.15936591,94.57902908,NaN,NaN,1.183808870245279,0.27116592201440426,-0.9126429482308747
1375142400,96.15120662,101.55837129,92.27140309,98.05229907,NaN,NaN,1.4327652975821077,0.8783136737467601,-0.5544516238353476
1375228800,97.74851623,102.10086487,94.27670365,99.21475548,NaN,NaN,1.5929385207127775,1.4367215270556244,-0.1562169936571532
1375315200,102.09388481,102.09388481,96.14432144,97.47630054,NaN,NaN,1.5003075920271267,1.7191674963767554,0.21885990434962854
1375401600,97.66025571,99.64214794,95.09686219,97.08667791,NaN,NaN,1.3367396073830715,1.889784413578468,0.5530448061953964
1375488000,96.83598563,103.85896649,95.28917155,97.00856172,NaN,NaN,1.1541170676868817,1.9956911408039986,0.8415740731171168
1375574400,97.01017582,105.04152549,95.51163125,97.48084599,NaN,NaN,1.0016196826026191,2.093598676370391,1.0919789937677717
1375660800,97.47809968,105.06446679,96.01197399,98.58164576,NaN,NaN,0.9138258227436917,2.2342612721973865,1.3204354494536947
1375747200,98.75100948,101.10418248,95.83942695,98.53251945,NaN,NaN,0.7957207883000952,2.315086434828814,1.5193656465287186
1375833600,98.62745664,101.40955946,96.85354483,98.18976409,NaN,NaN,0.6442562292824223,2.3246859331317467,1.6804297038493243
1375920000,97.18143204,100.36943788,93.76652547,95.49880375,NaN,NaN,0.3284972427553523,2.0910512572935147,1.7625540145381624
1376006400,95.4715989,99.4438006,92.44579369,97.86293594,NaN,NaN,0.2481697838004422,2.072766244288715,1.824596460488273
1376092800,92.74519571,102.87345469,92.42778707,94.26912286,NaN,NaN,-0.06117063402739964,1.7481331679540233,1.809303801981423
1376179200,94.37840872,103.99904,92.87822724,95.33853995,NaN,NaN,-0.20009992635321616,1.5591788940399027,1.759278820393119
1376265600,95.87118909,103.99471266,93.81066807,97.09676656,NaN,NaN,-0.18052164096301193,1.533626769189354,1.7141484101523659
1376352000,97.11104672,102.02086087,96.78575671,99.74421641,NaN,NaN,-0.005460607609521606,1.7073226506404637,1.7127832582499853
1376438400,98.78918455,107.58574792,97.06837783,100.9785342,NaN,NaN,0.16770667041721454,1.9224165962715034,1.7547099258542889
1376524800,101.50415291,106.3473076,97.10833384,100.07671718,NaN,NaN,0.19390389383450812,1.997089793147424,1.803185899312916
1376611200,101.8716072,104.53963817,97.48043812,103.20684045,NaN,NaN,0.3834768963286641,2.282532019723746,1.8990551233950819
1376697600,99.36500671,109.00006976,96.367,101.72040475,NaN,NaN,0.3700209122301015,2.3615812636827087,1.9915603514526072
1376784000,106.52091102,114.15001,96.996,102.30877874,NaN,NaN,0.36158183235726105,2.4435376418991837,2.0819558095419226
1376870400,102.19360068,113.74693833,101.11189213,105.64556371,NaN,NaN,0.5313026911893655,2.7460841735286294,2.214781482339264
1376956800,105.56173696,115.21969129,105.0813928,107.91314374,NaN,NaN,0.7343485924819317,3.132717222941679,2.398368630459747
1377043200,113.14980607,114.2986306,107.2551127,109.82974888,NaN,NaN,0.9235658565879894,3.552825951194734,2.6292600946067446
1377129600,112.65655779,116.98744627,109.10304998,110.43567432,NaN,NaN,1.0084470072870584,3.8898188537155676,2.881371846428509
1377216000,110.19799092,112.3137256,106.20693577,108.62192049,NaN,NaN,0.866765960333042,3.964829296844812,3.09806333651177
1377302400,108.47116141,113.69490325,106.25095074,110.50908521,NaN,NaN,0.8247157126155242,4.128957977281175,3.3042422646656506
1377388800,109.89794037,115.21926033,107.1573153,113.3850348,NaN,NaN,0.9085387096499709,4.439915651728114,3.5313769420781433
1377475200,112.99382133,114.01847322,110.92964662,112.00995647,NaN,NaN,0.793501063733649,4.5232532717452045,3.7297522080115555
1377561600,112.35046993,124.54551042,111.8849291,119.31242563,NaN,NaN,1.111824141921879,5.119532385413905,4.007708243492026
1377648000,119.44738607,124.92687483,117.33145021,119.24086093,NaN,NaN,1.2119546186480248,5.522651516802057,4.310696898154032
1377734400,119.22082531,123.38114491,117.25568942,119.31323836,NaN,NaN,1.176500955555527,5.781323092598441,4.604822137042914
1377820800,119.54588761,127.48556866,117.95540078,126.85316958,NaN,NaN,1.5318046735808606,6.51957797901899,4.98777330543813
1377907200,126.3611906,135.52582178,124.29398839,129.99193001,NaN,NaN,1.8290382092682727,7.2740710670234705,5.445032857755198
1377993600,129.56440232,134.82252673,129.34782702,132.49696745,NaN,NaN,2.0296815377921433,7.982134779995377,5.952453242203234
1378080000,131.80300401,134.59353948,129.47478491,131.1565658,NaN,NaN,1.9092329470366618,8.338994425999061,6.4297614789624
1378166400,130.32400668,134.19771107,128.54627266,130.30831341,NaN,NaN,1.6209005639587115,8.45588718391079,6.834986619952078
1378252800,132.26370611,134.27423612,119.49551504,121.23106773,NaN,NaN,0.7136072446714348,7.726995675791372,7.013388431119937
1378339200,121.20706331,126.27791014,116.70013438,122.82734005,NaN,NaN,0.14545554507958336,7.195207862469417,7.049752317389833
1378425600,122.31034711,124.1803705,116.6240532,116.6240532,NaN,NaN,-0.6784264742802986,6.20171922453946,6.880145698819758
1378512000,116.51537862,123.16486843,116.27195837,120.37116734,NaN,NaN,-0.9828484304986418,5.651585160696456,6.634433591195098
1378598400,120.8329722,128.73887382,117.002,118.63905533,NaN,NaN,-1.2931558828139886,5.017988737677612,6.311144620491601
1378684800,118.7342723,124.68929449,115.528,122.41466785,NaN,NaN,-1.236447944361485,4.765584690039745,6.00203263440123
1378771200,122.99975568,126.63863405,121.47233574,123.50823233,NaN,NaN,-1.121018518271124,4.600759486562325,5.721778004833449
1378857600,123.09737651,128.47253289,120.19383619,128.15059974,NaN,NaN,-0.7458032623036015,4.789523926953947,5.535327189257549
1378944000,128.499673,129.93490596,125.48108144,127.96161325,NaN,NaN,-0.5340545672676553,4.8677589801729795,5.401813547440635
1379030400,128.79060864,131.74376727,125.80117419,128.76414932,NaN,NaN,-0.3713698904533391,4.9376011843739605,5.3089710748273
1379116800,128.66202773,132.99041711,123.58117727,125.52875456,NaN,NaN,-0.5048106744418206,4.677957731775024,5.182768406216844
1379203200,124.21497037,128.79975763,122.95494899,125.98826874,NaN,NaN,-0.5799109517513044,4.457879716527714,5.037790668279018
1379289600,126.28688193,129.31838152,123.2568341,126.96630083,NaN,NaN,-0.5800953130571678,4.312671526957558,4.892766840014726
1379376000,126.70036219,130.77195496,123.7444218,127.59903377,NaN,NaN,-0.5540281955616901,4.200231595562613,4.754259791124303
1379462400,127.62828513,130.12497068,126.23661578,128.05328173,NaN,NaN,-0.5230013932262336,4.100508049591511,4.623509442817745
1379548800,127.53091644,129.46858644,123.25008874,124.66775557,NaN,NaN,-0.7343458207243962,3.7055771669122493,4.4399229876366455
1379635200,125.7834181,127.40038621,122.48486549,123.96231363,NaN,NaN,-0.9138143790283921,3.2976550138511556,4.211469392879548
1379721600,123.90511359,125.28314146,120.8139055,123.84605223,NaN,NaN,-1.0242128282305978,2.9312033575913006,3.9554161858218984
1379808000,123.94495309,127.34446478,121.171,124.37168509,NaN,NaN,-1.0422336217225352,2.652624158668729,3.6948577803912643
1379894400,125.3771605,126.21271575,120.65385795,123.05502801,NaN,NaN,-1.1166043892945745,2.2991022937730463,3.415706683067621
1379980800,122.89609687,126.15251166,121.39840918,124.26054163,NaN,NaN,-1.058891581319195,2.092092206418627,3.150983787737822
1380067200,124.26045794,125.55187012,122.06641982,124.19996336,NaN,NaN,-0.999802346327471,1.9012308548284835,2.9010332011559545
1380153600,124.16415102,125.75156983,121.99517624,125.36112474,NaN,NaN,-0.8627006268434121,1.8226574176016896,2.6853580444451017
1380240000,124.40031342,129.09930384,122.86318923,128.32319002,NaN,NaN,-0.5669935432246396,1.976616115414302,2.5436096586389416
1380326400,128.30014183,135.13053095,123.25793411,128.91220399,NaN,NaN,-0.3375274417664733,2.12170035643085,2.459227798197323
1380412800,130.26951573,136.31366707,124.62899956,129.63092099,NaN,NaN,-0.15256225915943933,2.268524974248024,2.421087233407463
1380499200,126.12723434,132.3949013,124.82311901,127.91043706,NaN,NaN,-0.16050195556064262,2.22045978895666,2.3809617445173026
1380585600,130.41976096,143.29954494,122.756781,127.95598816,NaN,NaN,-0.17586443467291302,2.161131201176161,2.336995635849074
1380672000,128.24531599,128.9341741,99.73029212,106.77935777,NaN,NaN,-1.549023256830841,0.40071656481052287,1.949739821641364
1380758400,106.94680134,120.10173987,105.68672827,119.44292474,NaN,NaN,-1.5381063914471085,0.027106832332478348,1.5652132237795868
1380844800,119.37029863,126.46280187,118.15622403,123.60487981,NaN,NaN,-1.199297333786268,0.06609155654675192,1.26538889033302
1380931200,124.40971628,128.10884014,119.41614181,123.21876719,NaN,NaN,-0.9602463466353062,0.06508095703888728,1.0253273036741934
1381017600,122.88352184,126.44426441,120.64764494,126.44426441,NaN,NaN,-0.5635801349329123,0.3208521350080531,0.8844322699409654
1381104000,123.58119286,125.48064166,121.69635344,124.15878076,NaN,NaN,-0.439331063612445,0.33526844042540915,0.7745995040378542
1381190400,124.15231371,125.63080682,122.87749034,124.61876725,NaN,NaN,-0.3161303051393721,0.379436622613639,0.6955669277530111
1381276800,124.74877844,127.73072599,123.84956503,126.29414094,NaN,NaN,-0.12176129953871095,0.5433653033296224,0.6651266028683334
1381363200,126.79503522,129.56864271,126.21888455,127.81131799,NaN,NaN,0.09720721879313632,0.7866356263597538,0.6894284075666175
1381449600,128.07398952,129.76995095,123.36549908,128.25392794,NaN,NaN,0.25131762672190716,1.0035754409690014,0.7522578142470943
1381536000,128.17427267,132.75146265,126.31228054,130.48023666,NaN,NaN,0.4699561900696556,1.3397030518341637,0.8697468617645081
1381622400,129.43162883,136.52295392,128.70448571,134.84235173,NaN,NaN,0.8528094027465072,1.935758615197642,1.0829492124511348
1381708800,136.89843721,141.41412075,133.01581755,137.37772261,NaN,NaN,1.199997106480207,2.5829455955513936,1.3829484890711865
1381795200,135.89773692,151.35357142,133.60738112,145.15482753,NaN,NaN,1.838410391680051,3.68096147867125,1.8425510869911992
1381881600,143.81904705,148.48730795,138.20247079,139.96308794,NaN,NaN,1.7940600818301569,4.0851261892788955,2.2910661074487386
1381968000,139.68996049,147.38371508,137.63033583,145.09768596,NaN,NaN,1.979005410694859,4.764822870817312,2.7858174601224532
1382054400,143.77759275,154.47090564,142.09719248,152.1796671,NaN,NaN,2.4177405515981425,5.807993149620131,3.3902525980219886
1382140800,152.17825593,168.72879588,151.92931025,165.25282826,NaN,NaN,3.369379601511673,7.601977099911579,4.232597498399906
1382227200,165.38455092,169.8432838,157.81041772,167.48462077,NaN,NaN,3.893060075991097,9.098922593388778,5.205862517397681
1382313600,167.55063177,185.27782978,165.59192952,182.67386492,NaN,NaN,4.9390934318075175,11.379729307157078,6.44063587534956
1382400000,184.36636594,200.10171104,182.61285725,197.04579787,NaN,NaN,6.1942765725859745,14.183481591082028,7.989205018496054
1382486400,197.12577519,208.88974738,189.03760532,208.28695187,NaN,NaN,7.300834964541785,17.115248724173284,9.814413759631499
1382572800,208.28060842,213.66761949,167.86897672,193.58769097,NaN,NaN,6.584133866797895,18.04458109312887,11.460447226330974
1382659200,193.5668733,195.58516675,166.37129536,184.61192434,NaN,NaN,5.112473159421834,17.851038675608265,12.738565516186432
1382745600,183.42769488,185.41261079,172.20421973,175.45503932,NaN,NaN,3.221554367809615,16.76550847594845,13.543954108138836
1382832000,181.23864074,194.97722,173.72395026,193.88898912,NaN,NaN,2.9204178659622464,17.194476440591643,14.274058574629397
1382918400,193.61902555,200.76113372,186.89180534,198.2755847,NaN,NaN,2.7283866249737994,17.684541855846646,14.956155230872847
1383004800,194.39685597,207.23601341,189.93217994,206.2402698,NaN,NaN,2.836933811823444,18.50232249565215,15.665388683828708
1383091200,206.88618063,209.27181943,197.15168887,199.15267613,NaN,NaN,2.161120298926349,18.366789057486642,16.205668758560293
1383177600,199.13391923,206.49217228,195.72989129,203.50561314,NaN,NaN,1.754294266615819,18.398536591830066,16.644242325214247
